,title,link,image,lprice,hprice,mallName,productId,productType,brand,maker,category1,category2,category3,category4,query,rank,date,local_image
2,퍼스퍼 내추럴 바른 자세교정 메쉬 편한 컴퓨터의자 사무용 사무실의자 학생 공부 책상의자,https://search.shopping.naver.com/gate.nhn?id=11660624123,https://shopping-phinf.pstatic.net/main_1166062/11660624123.44.jpg,34700,,퍼스퍼,11660624123,2,퍼스퍼,퍼스퍼,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용의자,의자,3,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_1166062|11660624123.44.jpg
3,시디즈 탭 플러스 화이트쉘 메쉬 의자 TNB200HF,https://search.shopping.naver.com/gate.nhn?id=23161187822,https://shopping-phinf.pstatic.net/main_2316118/23161187822.20200814113207.jpg,166540,,네이버,23161187822,1,시디즈,시디즈,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용의자,의자,4,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_2316118|23161187822.20200814113207.jpg
4,제닉스 카카오프렌즈 프리미엄 컴퓨터의자 어피치,https://search.shopping.naver.com/gate.nhn?id=19737493122,https://shopping-phinf.pstatic.net/main_1973749/19737493122.20190802163056.jpg,169000,,네이버,19737493122,1,제닉스,제닉스,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용의자,의자,5,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_1973749|19737493122.20190802163056.jpg
5,린백 LB13HW 메쉬 의자,https://search.shopping.naver.com/gate.nhn?id=21738600339,https://shopping-phinf.pstatic.net/main_2173860/21738600339.20220111103404.jpg,60900,,네이버,21738600339,1,린백,린백,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용의자,의자,6,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_2173860|21738600339.20220111103404.jpg
6,아우디 침대형의자 게이밍 개인방송 사무실 컴퓨터 책상 무중력의자,https://search.shopping.naver.com/gate.nhn?id=81988344055,https://shopping-phinf.pstatic.net/main_8198834/81988344055.6.jpg,116000,,파파가구,81988344055,2,,,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용의자,의자,7,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_8198834|81988344055.6.jpg
7,완조립루게 ST30 고정 서울대 학생 회의 회의용 사무용 허리 바퀴없는 사무책상 공부의자,https://search.shopping.naver.com/gate.nhn?id=83820124835,https://shopping-phinf.pstatic.net/main_8382012/83820124835.6.jpg,73800,,루게,83820124835,2,루게,,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용의자,의자,8,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_8382012|83820124835.6.jpg
8,린백 LB31HB 학생 사무용 메쉬의자,https://search.shopping.naver.com/gate.nhn?id=14483676957,https://shopping-phinf.pstatic.net/main_1448367/14483676957.20230105115523.jpg,95900,,네이버,14483676957,1,린백,린백,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용의자,의자,9,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_1448367|14483676957.20230105115523.jpg
9,HJC 사무용 컴퓨터 의자 사무실 책상의자,https://search.shopping.naver.com/gate.nhn?id=6519827648,https://shopping-phinf.pstatic.net/main_6519827/6519827648.38.jpg,79800,,HJC체어,6519827648,2,HJC,HJC,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용의자,의자,10,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_6519827|6519827648.38.jpg
12,퍼시스 CH6200CH 메쉬 의자,https://search.shopping.naver.com/gate.nhn?id=11515738337,https://shopping-phinf.pstatic.net/main_1151573/11515738337.20201030104108.jpg,181260,,네이버,11515738337,1,퍼시스,퍼시스,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용의자,의자,13,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_1151573|11515738337.20201030104108.jpg
13,시디즈 T50 시리즈 TNA500HA 메쉬의자,https://search.shopping.naver.com/gate.nhn?id=28659209440,https://shopping-phinf.pstatic.net/main_2865920/28659209440.20220512114532.jpg,236480,,네이버,28659209440,1,시디즈,시디즈,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용의자,의자,14,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_2865920|28659209440.20220512114532.jpg
14,린백 LB32HW 사무용 책상 사무실 컴퓨터의자,https://search.shopping.naver.com/gate.nhn?id=23390773490,https://shopping-phinf.pstatic.net/main_2339077/23390773490.20220314101015.jpg,115000,,네이버,23390773490,1,린백,린백,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용의자,의자,15,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_2339077|23390773490.20220314101015.jpg
15,린백 사무용 학생용 컴퓨터 의자 LB11HW,https://search.shopping.naver.com/gate.nhn?id=24803296321,https://shopping-phinf.pstatic.net/main_2480329/24803296321.20220111101151.jpg,49900,,네이버,24803296321,1,린백,,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용의자,의자,16,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_2480329|24803296321.20220111101151.jpg
16,코아스 에르체 메쉬의자 헤드형 OSCH0800HAA,https://search.shopping.naver.com/gate.nhn?id=18004739814,https://shopping-phinf.pstatic.net/main_1800473/18004739814.20201203093753.jpg,243320,,네이버,18004739814,1,코아스,코아스,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용의자,의자,17,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_1800473|18004739814.20201203093753.jpg
17,핀란디아 데이브 책상의자,https://search.shopping.naver.com/gate.nhn?id=24648191526,https://shopping-phinf.pstatic.net/main_2464819/24648191526.20201030123815.jpg,71900,,네이버,24648191526,1,핀란디아,올펀,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용의자,의자,18,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_2464819|24648191526.20201030123815.jpg
18,패러데이 허리편한 메쉬 컴퓨터의자 사무용 사무실의자 학생 공부 책상의자,https://search.shopping.naver.com/gate.nhn?id=84060855969,https://shopping-phinf.pstatic.net/main_8406085/84060855969.21.jpg,89800,,FARADAY,84060855969,2,,,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용의자,의자,19,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_8406085|84060855969.21.jpg
19,MONO 컴퓨터 사무용 사무실 책상 학생 의자,https://search.shopping.naver.com/gate.nhn?id=82497093851,https://shopping-phinf.pstatic.net/main_8249709/82497093851.7.jpg,32900,,BC체어,82497093851,2,,,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용의자,의자,20,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_8249709|82497093851.7.jpg
22,린백 LB11MS 사무실 컴퓨터 공부 책상 학생 의자,https://search.shopping.naver.com/gate.nhn?id=31148589618,https://shopping-phinf.pstatic.net/main_3114858/31148589618.20230210142302.jpg,39900,,네이버,31148589618,1,린백,린백,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용의자,의자,23,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_3114858|31148589618.20230210142302.jpg
23,아우스 사무용 컴퓨터 의자 사무실 책상 학생 공부 중역 피씨 PC방 편한 대학생 의자추천,https://search.shopping.naver.com/gate.nhn?id=83582774342,https://shopping-phinf.pstatic.net/main_8358277/83582774342.9.jpg,119800,,AUS KOREA,83582774342,2,아우스,,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용의자,의자,24,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_8358277|83582774342.9.jpg
24,패트라 바른자세 컴퓨터 사무실 사무용 책상 학생 메쉬 의자,https://search.shopping.naver.com/gate.nhn?id=85132960403,https://shopping-phinf.pstatic.net/main_8513296/85132960403.3.jpg,39900,,패트라,85132960403,2,페트라,페트라,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용의자,의자,25,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_8513296|85132960403.3.jpg
25,모드니 사무용 사무실 의자 책상 메쉬 학생 컴퓨터의자,https://search.shopping.naver.com/gate.nhn?id=83882698810,https://shopping-phinf.pstatic.net/main_8388269/83882698810.2.jpg,69800,,모드니 컴퍼니,83882698810,2,,,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용의자,의자,26,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_8388269|83882698810.2.jpg
26,퍼시스 CHN4311A 서울대 의자,https://search.shopping.naver.com/gate.nhn?id=16942140726,https://shopping-phinf.pstatic.net/main_1694214/16942140726.20220524154356.jpg,162630,,네이버,16942140726,1,퍼시스,,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용의자,의자,27,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_1694214|16942140726.20220524154356.jpg
27,시디즈 T50 AIR 에어 라이트 메쉬 의자,https://search.shopping.naver.com/gate.nhn?id=32237484034,https://shopping-phinf.pstatic.net/main_3223748/32237484034.20230129161528.jpg,168590,,네이버,32237484034,1,시디즈,시디즈,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용의자,의자,28,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_3223748|32237484034.20230129161528.jpg
28,린백 사무용 컴퓨터 학생 책상 의자 LB221HA,https://search.shopping.naver.com/gate.nhn?id=35342157618,https://shopping-phinf.pstatic.net/main_3534215/35342157618.20221020102732.jpg,99000,,네이버,35342157618,1,린백,린백,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용의자,의자,29,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_3534215|35342157618.20221020102732.jpg
29,별빛의자 메쉬체어 컴퓨터 사무실 의자 색상선택 M-M100,https://search.shopping.naver.com/gate.nhn?id=35740132805,https://shopping-phinf.pstatic.net/main_3574013/35740132805.20230105040805.jpg,279000,,네이버,35740132805,1,별빛의자,,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용의자,의자,30,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_3574013|35740132805.20230105040805.jpg
32,시니프 편한 팔걸이 조절형 S200 메쉬의자 학생 사무실 컴퓨터 책상 사무용의자,https://search.shopping.naver.com/gate.nhn?id=82344250532,https://shopping-phinf.pstatic.net/main_8234425/82344250532.8.jpg,79700,,시니프,82344250532,2,시니프,시니프,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용의자,의자,33,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_8234425|82344250532.8.jpg
33,체어렉스 리클라이너 침대형 오피스 책상 사무실 사무용 컴퓨터 의자 R300 PPASB,https://search.shopping.naver.com/gate.nhn?id=82988603735,https://shopping-phinf.pstatic.net/main_8298860/82988603735.jpg,159000,,체어렉스,82988603735,2,체어렉스,,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용의자,의자,34,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_8298860|82988603735.jpg
34,오토노스 친환경 메쉬 책상의자 사무용 컴퓨터 의자 C350N A타입,https://search.shopping.naver.com/gate.nhn?id=30058701618,https://shopping-phinf.pstatic.net/main_3005870/30058701618.20220125221112.jpg,152000,,네이버,30058701618,1,오토노스,오토노스,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용의자,의자,35,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_3005870|30058701618.20220125221112.jpg
35,명작가구 VX50J 조절팔 컴퓨터 책상의자,https://search.shopping.naver.com/gate.nhn?id=29461460439,https://shopping-phinf.pstatic.net/main_2946146/29461460439.20211217033524.jpg,106900,,네이버,29461460439,1,명작가구,명작가구,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용의자,의자,36,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_2946146|29461460439.20211217033524.jpg
36,한샘 비스포크 책상의자 B5,https://search.shopping.naver.com/gate.nhn?id=24088054098,https://shopping-phinf.pstatic.net/main_2408805/24088054098.20200909005200.jpg,329890,,네이버,24088054098,1,한샘,,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용의자,의자,37,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_2408805|24088054098.20200909005200.jpg
37,동서가구 아레스 1인 리클라이너 사무용 침대의자 DF908118,https://search.shopping.naver.com/gate.nhn?id=19647442739,https://shopping-phinf.pstatic.net/main_1964744/19647442739.20190606110829.jpg,105470,,네이버,19647442739,1,동서가구,동서가구,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용의자,의자,38,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_1964744|19647442739.20190606110829.jpg
38,허먼밀러 뉴 에어론 체어 풀 그라파이트,https://search.shopping.naver.com/gate.nhn?id=35163947034,https://shopping-phinf.pstatic.net/main_3516394/35163947034.20221116235726.jpg,1661390,,네이버,35163947034,1,허먼밀러,,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용의자,의자,39,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_3516394|35163947034.20221116235726.jpg
39,EX퍼니처 EX체어 게이밍 컴퓨터 사무용 의자 EX200,https://search.shopping.naver.com/gate.nhn?id=34832855635,https://shopping-phinf.pstatic.net/main_3483285/34832855635.20220922133707.jpg,220000,,네이버,34832855635,1,EX퍼니처,이엑스퍼니처,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용의자,의자,40,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_3483285|34832855635.20220922133707.jpg
42,올즈 퓨어 화이트쉘 10년 보증 메쉬 편한 사무용의자 학생 책상 공부 컴퓨터 사무실의자,https://search.shopping.naver.com/gate.nhn?id=12126361661,https://shopping-phinf.pstatic.net/main_1212636/12126361661.21.jpg,139000,,AllZ,12126361661,2,올즈,샘글로벌,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용의자,의자,43,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_1212636|12126361661.21.jpg
43,허리편한 컴퓨터의자 사무용 책상 의자 서울대 회의실 회의용 학생 공부 사무실의자,https://search.shopping.naver.com/gate.nhn?id=82454459383,https://shopping-phinf.pstatic.net/main_8245445/82454459383.1.jpg,49800,,손바닥쇼핑,82454459383,2,,,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용의자,의자,44,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_8245445|82454459383.1.jpg
44,제닉스 카카오프렌즈 프리미엄 컴퓨터 의자 라이언,https://search.shopping.naver.com/gate.nhn?id=24108797525,https://shopping-phinf.pstatic.net/main_2410879/24108797525.20201016151950.jpg,169000,,네이버,24108797525,1,제닉스,제닉스,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용의자,의자,45,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_2410879|24108797525.20201016151950.jpg
45,MERRYFAIR 메리페어 와우2 체어,https://search.shopping.naver.com/gate.nhn?id=22015807959,https://shopping-phinf.pstatic.net/main_2201580/22015807959.20210312142217.jpg,419000,,네이버,22015807959,1,,,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용의자,의자,46,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_2201580|22015807959.20210312142217.jpg
46,린백 책상 컴퓨터 중역의자 LB60L,https://search.shopping.naver.com/gate.nhn?id=28592592651,https://shopping-phinf.pstatic.net/main_2859259/28592592651.20230121134543.jpg,145000,,네이버,28592592651,1,린백,린백,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용의자,의자,47,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_2859259|28592592651.20230121134543.jpg
47,린백 프리무빙백 학생 컴퓨터 책상의자 LB16S,https://search.shopping.naver.com/gate.nhn?id=38049205566,https://shopping-phinf.pstatic.net/main_3804920/38049205566.20230218074414.jpg,79900,,네이버,38049205566,1,린백,린백,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용의자,의자,48,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_3804920|38049205566.20230218074414.jpg
48,방석높이 L M H 퀼팅체어 T800MQ 컴퓨터 PC방 중역 사무실 편한 책상 메쉬 의자,https://search.shopping.naver.com/gate.nhn?id=82273034023,https://shopping-phinf.pstatic.net/main_8227303/82273034023.25.jpg,293000,,클라우드백,82273034023,2,클라우드백,,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용의자,의자,49,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_8227303|82273034023.25.jpg
49,GM체어 광명의자 게이밍 사무용 편한 컴퓨터 책상 허리받침,https://search.shopping.naver.com/gate.nhn?id=37503617916,https://shopping-phinf.pstatic.net/main_3750361/37503617916.20230217043154.jpg,220000,,네이버,37503617916,1,,,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용의자,의자,50,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_3750361|37503617916.20230217043154.jpg
52,일루일루 리오넬 회전형 메쉬 체어,https://search.shopping.naver.com/gate.nhn?id=23543964747,https://shopping-phinf.pstatic.net/main_2354396/23543964747.20210526141800.jpg,23710,,네이버,23543964747,1,일루일루,일루일루,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용의자,의자,53,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_2354396|23543964747.20210526141800.jpg
53,EX퍼니처 3D 메쉬체어 UPM 게이밍의자 컴퓨터의자 중역의자 TYPE-2,https://search.shopping.naver.com/gate.nhn?id=33885292881,https://shopping-phinf.pstatic.net/main_3388529/33885292881.20230108060653.jpg,319000,,네이버,33885292881,1,,이엑스퍼니처,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용의자,의자,54,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_3388529|33885292881.20230108060653.jpg
54,시디즈 탭스퀘어 화이트쉘 TN402HF 학생 메쉬의자,https://search.shopping.naver.com/gate.nhn?id=24494012509,https://shopping-phinf.pstatic.net/main_2449401/24494012509.20210922150743.jpg,179980,,네이버,24494012509,1,시디즈,시디즈,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용의자,의자,55,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_2449401|24494012509.20210922150743.jpg
55,RM디자인 가구 체로키 컴퓨터 책상 의자,https://search.shopping.naver.com/gate.nhn?id=27971813864,https://shopping-phinf.pstatic.net/main_2797181/27971813864.20210713023623.jpg,175360,,네이버,27971813864,1,RM디자인,,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용의자,의자,56,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_2797181|27971813864.20210713023623.jpg
56,HJC 사무용의자 HJC-VT001 사무실 컴퓨터 의자,https://search.shopping.naver.com/gate.nhn?id=82858307182,https://shopping-phinf.pstatic.net/main_8285830/82858307182.4.jpg,128900,,HJC체어,82858307182,2,HJC,HJC,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용의자,의자,57,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_8285830|82858307182.4.jpg
57,제닉스크리에이티브 ARENA-X PREMIUM 메쉬 컴퓨터의자,https://search.shopping.naver.com/gate.nhn?id=30513451618,https://shopping-phinf.pstatic.net/main_3051345/30513451618.20220121103214.jpg,239000,,네이버,30513451618,1,제닉스크리에이티브,제닉스크리에이티브,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용의자,의자,58,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_3051345|30513451618.20220121103214.jpg
58,시디즈 E40 셀리오스 중역의자 등받이 E400FP,https://search.shopping.naver.com/gate.nhn?id=27346662467,https://shopping-phinf.pstatic.net/main_2734666/27346662467.20210625171329.jpg,920000,,네이버,27346662467,1,시디즈,시디즈,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용의자,의자,59,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_2734666|27346662467.20210625171329.jpg
59,체어본 스카이의자 책상의자 사무용의자,https://search.shopping.naver.com/gate.nhn?id=32759952484,https://shopping-phinf.pstatic.net/main_3275995/32759952484.20221025103335.jpg,32500,,네이버,32759952484,1,,,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용의자,의자,60,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_3275995|32759952484.20221025103335.jpg
62,일루일루 그랜드 타이탄 로얄체어,https://search.shopping.naver.com/gate.nhn?id=24570629038,https://shopping-phinf.pstatic.net/main_2457062/24570629038.20220317042643.jpg,101530,,네이버,24570629038,1,일루일루,일루일루,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용의자,의자,63,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_2457062|24570629038.20220317042643.jpg
63,듀오백 스퀘어 DQ-HJ-C 메쉬의자,https://search.shopping.naver.com/gate.nhn?id=21209065153,https://shopping-phinf.pstatic.net/main_2120906/21209065153.20210504132403.jpg,193000,,네이버,21209065153,1,듀오백,듀오백,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용의자,의자,64,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_2120906|21209065153.20210504132403.jpg
64,"학생 책상 공부의자 팔걸이없는 회의용,회의실,사무실 수험생 의자",https://search.shopping.naver.com/gate.nhn?id=82448959283,https://shopping-phinf.pstatic.net/main_8244895/82448959283.9.jpg,70500,,뷰티즈체어,82448959283,2,뷰티즈체어,,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용의자,의자,65,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_8244895|82448959283.9.jpg
65,린백 블랙바디 헤드형 사무실 컴퓨터 책상의자 LB19HB,https://search.shopping.naver.com/gate.nhn?id=37466723782,https://shopping-phinf.pstatic.net/main_3746672/37466723782.20230128042257.jpg,119000,,네이버,37466723782,1,린백,린백,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용의자,의자,66,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_3746672|37466723782.20230128042257.jpg
66,순공의자 조이알레 S20 초등학생을 위한 팔걸이없고 바퀴없는 고정형 공부의자,https://search.shopping.naver.com/gate.nhn?id=33903173562,https://shopping-phinf.pstatic.net/main_3390317/33903173562.20230202050522.jpg,109000,,네이버,33903173562,1,,,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용의자,의자,67,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_3390317|33903173562.20230202050522.jpg
67,GM체어 광명의자 GMO PRO 소프트체어,https://search.shopping.naver.com/gate.nhn?id=32194624413,https://shopping-phinf.pstatic.net/main_3219462/32194624413.20230223103448.jpg,220000,,네이버,32194624413,1,,,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용의자,의자,68,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_3219462|32194624413.20230223103448.jpg
68,일루일루 미니 타이탄 로얄 체어,https://search.shopping.naver.com/gate.nhn?id=22049407137,https://shopping-phinf.pstatic.net/main_2204940/22049407137.20210906093017.jpg,63810,,네이버,22049407137,1,일루일루,일루일루,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용의자,의자,69,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_2204940|22049407137.20210906093017.jpg
69,코스트코 시디즈 T50 light 라이트 화이트쉘 메쉬 사무용 사무실 학생용 게이밍 의자,https://search.shopping.naver.com/gate.nhn?id=84171615305,https://shopping-phinf.pstatic.net/main_8417161/84171615305.jpg,169800,,더하루스토어,84171615305,2,시디즈,시디즈,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용의자,의자,70,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_8417161|84171615305.jpg
72,튼튼한 회사 사무용 업무용 의자 D7-201,https://search.shopping.naver.com/gate.nhn?id=34028992729,https://shopping-phinf.pstatic.net/main_3402899/34028992729.20220812185218.jpg,600600,,네이버,34028992729,1,,,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용의자,의자,73,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_3402899|34028992729.20220812185218.jpg
73,가성비 좋은 회의용의자 사무실 책상의자,https://search.shopping.naver.com/gate.nhn?id=82124616475,https://shopping-phinf.pstatic.net/main_8212461/82124616475.2.jpg,53500,,뷰티즈체어,82124616475,2,,,가구/인테리어,서재/사무용가구,사무/교구용가구,사무용의자,의자,74,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_8212461|82124616475.2.jpg
