,title,link,image,lprice,hprice,mallName,productId,productType,brand,maker,category1,category2,category3,category4,query,rank,date,local_image
257,지오피씨 게임용 컴퓨터 세트 게이밍 컴퓨터 게임 인텔 I5 인텔 13세대 I7 풀세트01,https://search.shopping.naver.com/gate.nhn?id=84003129900,https://shopping-phinf.pstatic.net/main_8400312/84003129900.2.jpg,649000,,지오피씨,84003129900,2,,,디지털/가전,PC,조립/베어본PC,,컴퓨터,58,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_8400312|84003129900.2.jpg
258,포토샵 컴퓨터 일러스트 CC 사양의 웹디자인 디자인용 PC 디자이너 피씨 포토샵용 1,https://search.shopping.naver.com/gate.nhn?id=11925505951,https://shopping-phinf.pstatic.net/main_1192550/11925505951.6.jpg,450000,,네오컴,11925505951,2,,,디지털/가전,PC,조립/베어본PC,,컴퓨터,59,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_1192550|11925505951.6.jpg
259,인텔 미니PC 사무용 기업용 가정용 주식용 데스크탑 저소음 컴퓨터 본체 G1820,https://search.shopping.naver.com/gate.nhn?id=85119830954,https://shopping-phinf.pstatic.net/main_8511983/85119830954.2.jpg,159000,,리뉴올컴퓨터,85119830954,2,리뉴올피씨,리뉴올피씨,디지털/가전,PC,브랜드PC,,컴퓨터,60,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_8511983|85119830954.2.jpg
262,삼성전자 삼성 DM500TEA-A38A,https://search.shopping.naver.com/gate.nhn?id=33860016623,https://shopping-phinf.pstatic.net/main_3386001/33860016623.20220809143209.jpg,788000,,네이버,33860016623,1,삼성,삼성전자,디지털/가전,PC,브랜드PC,,컴퓨터,63,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_3386001|33860016623.20220809143209.jpg
263,삼성 컴퓨터 데스크탑 조립 게이밍 PC 본체 윈도우10 사무용 01 올뉴 슬림 본체만,https://search.shopping.naver.com/gate.nhn?id=83047792809,https://shopping-phinf.pstatic.net/main_8304779/83047792809.5.jpg,149000,,재원티엔알,83047792809,2,삼성,삼성전자,디지털/가전,PC,브랜드PC,,컴퓨터,64,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_8304779|83047792809.5.jpg
264,컴퓨터풀세트 PC본체 게이밍조립PC배그 롤 사무용PC 사양 견적 게임용 풀패키지 01,https://search.shopping.naver.com/gate.nhn?id=82569561023,https://shopping-phinf.pstatic.net/main_8256956/82569561023.15.jpg,959000,,포유컴퓨터,82569561023,2,포유컴,포유컴퓨터,디지털/가전,PC,조립/베어본PC,,컴퓨터,65,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_8256956|82569561023.15.jpg
265,삼성전자 삼성 DM500SDA-A25A,https://search.shopping.naver.com/gate.nhn?id=28788518554,https://shopping-phinf.pstatic.net/main_2878851/28788518554.20210910112716.jpg,504990,,네이버,28788518554,1,삼성,삼성전자,디지털/가전,PC,브랜드PC,,컴퓨터,66,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_2878851|28788518554.20210910112716.jpg
266,방송용 게이밍 인텔 i5-12600KF RTX3060Ti 램16GB SSD256 옵션추가가능 고사양 컴퓨터 60개월의무,https://search.shopping.naver.com/gate.nhn?id=36954200911,https://shopping-phinf.pstatic.net/main_3695420/36954200911.jpg,4320000,,오복렌탈,36954200911,2,,,디지털/가전,PC,조립/베어본PC,,컴퓨터,67,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_3695420|36954200911.jpg
267,게이밍 조립 컴퓨터 세트 조립PC 롤 발로란트 오버워치 배그 바른컴퓨터 본체 풀세트F11,https://search.shopping.naver.com/gate.nhn?id=83700825505,https://shopping-phinf.pstatic.net/main_8370082/83700825505.3.jpg,609000,,바른컴퓨터KOREA,83700825505,2,,,디지털/가전,PC,조립/베어본PC,,컴퓨터,68,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_8370082|83700825505.3.jpg
268,한성컴퓨터 MX4A500,https://search.shopping.naver.com/gate.nhn?id=33056657618,https://shopping-phinf.pstatic.net/main_3305665/33056657618.20220621115129.jpg,559000,,네이버,33056657618,1,한성컴퓨터,한성컴퓨터,디지털/가전,PC,브랜드PC,,컴퓨터,69,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_3305665|33056657618.20220621115129.jpg
269,한성컴퓨터 TFG AX3A506i,https://search.shopping.naver.com/gate.nhn?id=37733733619,https://shopping-phinf.pstatic.net/main_3773373/37733733619.20230206115458.jpg,1158970,,네이버,37733733619,1,한성컴퓨터,한성컴퓨터,디지털/가전,PC,브랜드PC,,컴퓨터,70,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_3773373|37733733619.20230206115458.jpg
272,한성컴퓨터 F12500W D5,https://search.shopping.naver.com/gate.nhn?id=31408973618,https://shopping-phinf.pstatic.net/main_3140897/31408973618.20220321191843.jpg,639000,,네이버,31408973618,1,한성컴퓨터,한성컴퓨터,디지털/가전,PC,브랜드PC,,컴퓨터,73,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_3140897|31408973618.20220321191843.jpg
273,엘지 LG 울트라기어 게이밍 컴퓨터 모니터 할인 27인치 주식용 60개월의무,https://search.shopping.naver.com/gate.nhn?id=37159768131,https://shopping-phinf.pstatic.net/main_3715976/37159768131.jpg,738000,,소복이렌탈,37159768131,2,,LG전자,디지털/가전,PC,조립/베어본PC,,컴퓨터,74,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_3715976|37159768131.jpg
274,한성컴퓨터 게이밍 IPS 울트라와이드 일반모니터 업무용 34인치 36개월의무 원스톱접수,https://search.shopping.naver.com/gate.nhn?id=34546655604,https://shopping-phinf.pstatic.net/main_3454665/34546655604.jpg,780000,,소복이렌탈,34546655604,2,,한성컴퓨터,디지털/가전,PC,조립/베어본PC,,컴퓨터,75,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_3454665|34546655604.jpg
275,한성컴퓨터 TFG MX4A560i,https://search.shopping.naver.com/gate.nhn?id=32581069618,https://shopping-phinf.pstatic.net/main_3258106/32581069618.20220525164112.jpg,1259000,,네이버,32581069618,1,한성컴퓨터,한성컴퓨터,디지털/가전,PC,브랜드PC,,컴퓨터,76,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_3258106|32581069618.20220525164112.jpg
276,영상편집용 삼성 고사양 스마트 모니터 4K 원룸 UHD 42인치 블랙 60개월의무,https://search.shopping.naver.com/gate.nhn?id=35728763888,https://shopping-phinf.pstatic.net/main_3572876/35728763888.jpg,990000,,천사렌탈,35728763888,2,,삼성전자,디지털/가전,PC,조립/베어본PC,,컴퓨터,77,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_3572876|35728763888.jpg
277,애플 컴퓨터 아이맥 24형 방송용 2021년형 M1 산업용 8코어CPU 7코어 GPU 256GB 핑크 60개월의무,https://search.shopping.naver.com/gate.nhn?id=36094722550,https://shopping-phinf.pstatic.net/main_3609472/36094722550.jpg,3780000,,생활가전렌탈전문몰,36094722550,2,,Apple,디지털/가전,PC,브랜드PC,,컴퓨터,78,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_3609472|36094722550.jpg
278,i5-12400F RTX3060Ti RAM16GB 고사양 게이밍 갓성비 조립PC,https://search.shopping.naver.com/gate.nhn?id=84621740160,https://shopping-phinf.pstatic.net/main_8462174/84621740160.4.jpg,993000,,GateWay,84621740160,2,,,디지털/가전,PC,조립/베어본PC,,컴퓨터,79,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_8462174|84621740160.4.jpg
279,한성컴퓨터 TFG AX3i607iX,https://search.shopping.naver.com/gate.nhn?id=37550760618,https://shopping-phinf.pstatic.net/main_3755076/37550760618.20230131151105.jpg,2378970,,네이버,37550760618,1,한성컴퓨터,한성컴퓨터,디지털/가전,PC,브랜드PC,,컴퓨터,80,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_3755076|37550760618.20230131151105.jpg
282,ASUS MiniPC PN50 Ryzen 5 4500U,https://search.shopping.naver.com/gate.nhn?id=24692983527,https://shopping-phinf.pstatic.net/main_2469298/24692983527.20201116171109.jpg,467450,,네이버,24692983527,1,ASUS,ASUS,디지털/가전,PC,조립/베어본PC,,컴퓨터,83,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_2469298|24692983527.20201116171109.jpg
283,한성컴퓨터 TFG MX4i570i,https://search.shopping.naver.com/gate.nhn?id=32581569618,https://shopping-phinf.pstatic.net/main_3258156/32581569618.20220525170322.jpg,1598990,,네이버,32581569618,1,한성컴퓨터,한성컴퓨터,디지털/가전,PC,브랜드PC,,컴퓨터,84,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_3258156|32581569618.20220525170322.jpg
284,인텔 13세대 RTX 4070 Ti 게이밍 조립 컴퓨터 데스크탑 배그 본체 사무용 pc01,https://search.shopping.naver.com/gate.nhn?id=81070462219,https://shopping-phinf.pstatic.net/main_8107046/81070462219.15.jpg,1962000,,호스트컴 대구,81070462219,2,,,디지털/가전,PC,조립/베어본PC,,컴퓨터,85,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_8107046|81070462219.15.jpg
285,고사양 사무용 가정용 컴퓨터 미니 PC HP Mini 400 G2 i5-6500,https://search.shopping.naver.com/gate.nhn?id=83644217258,https://shopping-phinf.pstatic.net/main_8364421/83644217258.3.jpg,269000,,네고시티,83644217258,2,HP,HP,디지털/가전,PC,브랜드PC,,컴퓨터,86,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_8364421|83644217258.3.jpg
286,4K 영상편집 컴퓨터 인텔 i7 고사양컴퓨터 게임용 방송용 영상편집용 조립PC 본체,https://search.shopping.naver.com/gate.nhn?id=82545116517,https://shopping-phinf.pstatic.net/main_8254511/82545116517.38.jpg,1149800,,리뉴컴,82545116517,2,인텔,인텔,디지털/가전,PC,조립/베어본PC,,컴퓨터,87,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_8254511|82545116517.38.jpg
287,HP 파빌리온 TP01-2023KL,https://search.shopping.naver.com/gate.nhn?id=28030946522,https://shopping-phinf.pstatic.net/main_2803094/28030946522.20220420145901.jpg,599000,,네이버,28030946522,1,파빌리온,HP,디지털/가전,PC,브랜드PC,,컴퓨터,88,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_2803094|28030946522.20220420145901.jpg
288,HP 미니 PC EliteDesk 800 G3 i5 6500T 가정용 사무용,https://search.shopping.naver.com/gate.nhn?id=85289680303,https://shopping-phinf.pstatic.net/main_8528968/85289680303.1.jpg,295000,,원몰PC,85289680303,2,HP,HP,디지털/가전,PC,조립/베어본PC,,컴퓨터,89,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_8528968|85289680303.1.jpg
289,LG전자 24V70Q-GR50K,https://search.shopping.naver.com/gate.nhn?id=33445979618,https://shopping-phinf.pstatic.net/main_3344597/33445979618.20220712141735.jpg,1064560,,네이버,33445979618,1,LG전자,LG전자,디지털/가전,PC,브랜드PC,,컴퓨터,90,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_3344597|33445979618.20220712141735.jpg
292,한성컴퓨터 TFG MX4i560,https://search.shopping.naver.com/gate.nhn?id=32581546618,https://shopping-phinf.pstatic.net/main_3258154/32581546618.20220525170135.jpg,1129000,,네이버,32581546618,1,한성컴퓨터,한성컴퓨터,디지털/가전,PC,브랜드PC,,컴퓨터,93,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_3258154|32581546618.20220525170135.jpg
293,삼성 스마트 업소용 좋은컴퓨터 모니터 컴퓨터 4K UHD 42인치 블랙 60개월의무,https://search.shopping.naver.com/gate.nhn?id=37267122157,https://shopping-phinf.pstatic.net/main_3726712/37267122157.jpg,990000,,안녕렌탈,37267122157,2,,삼성전자,디지털/가전,PC,조립/베어본PC,,컴퓨터,94,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_3726712|37267122157.jpg
294,게이밍 컴퓨터 본체 미니 게임pc 조립 제온 라이젠 5600g 작업장 히트2 오딘 DK,https://search.shopping.naver.com/gate.nhn?id=84696569757,https://shopping-phinf.pstatic.net/main_8469656/84696569757.2.jpg,280000,,슈칼컴,84696569757,2,,AMD,디지털/가전,PC,조립/베어본PC,,컴퓨터,95,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_8469656|84696569757.2.jpg
295,아싸컴 i게이밍5 G2,https://search.shopping.naver.com/gate.nhn?id=30374910618,https://shopping-phinf.pstatic.net/main_3037491/30374910618.20220208174439.jpg,438600,,네이버,30374910618,1,아싸컴,아싸컴,디지털/가전,PC,조립/베어본PC,,컴퓨터,96,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_3037491|30374910618.20220208174439.jpg
296,본체 삼성 스마트 영상편집용 모니터 4K UHD 고성능 42인치 블랙 60개월의무,https://search.shopping.naver.com/gate.nhn?id=36230847119,https://shopping-phinf.pstatic.net/main_3623084/36230847119.jpg,990000,,손쉬운렌탈몰,36230847119,2,,삼성전자,디지털/가전,PC,조립/베어본PC,,컴퓨터,97,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_3623084|36230847119.jpg
297,한성컴퓨터 TFG MX4A506,https://search.shopping.naver.com/gate.nhn?id=37648561618,https://shopping-phinf.pstatic.net/main_3764856/37648561618.20230203180351.jpg,1049000,,네이버,37648561618,1,한성컴퓨터,한성컴퓨터,디지털/가전,PC,브랜드PC,,컴퓨터,98,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_3764856|37648561618.20230203180351.jpg
298,바른컴퓨터 조립PC 롤컴퓨터 오버워치컴퓨터 조립컴 본체 게이밍 데스크탑 게임마스터 B01,https://search.shopping.naver.com/gate.nhn?id=82631570015,https://shopping-phinf.pstatic.net/main_8263157/82631570015.13.jpg,449000,,바른컴퓨터KOREA,82631570015,2,,,디지털/가전,PC,조립/베어본PC,,컴퓨터,99,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_8263157|82631570015.13.jpg
299,컴퓨터본체 7세대 게이밍 사무용 컴퓨터 본체 I5 7500 8G SSD240G,https://search.shopping.naver.com/gate.nhn?id=85629459720,https://shopping-phinf.pstatic.net/main_8562945/85629459720.jpg,238000,,CZ모아,85629459720,2,삼성,삼성전자,디지털/가전,PC,브랜드PC,,컴퓨터,100,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_8562945|85629459720.jpg
302,삼성전자 삼성 LH65BEAHLGFXKR,https://search.shopping.naver.com/gate.nhn?id=29818176618,https://shopping-phinf.pstatic.net/main_2981817/29818176618.20220407130044.jpg,815000,,네이버,29818176618,1,삼성,삼성전자,디지털/가전,영상가전,TV,LEDTV,tv,3,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_2981817|29818176618.20220407130044.jpg
303,삼성전자 삼성 LH50BEAHLGFXKR,https://search.shopping.naver.com/gate.nhn?id=29818117618,https://shopping-phinf.pstatic.net/main_2981811/29818117618.20220407130142.jpg,543990,,네이버,29818117618,1,삼성,삼성전자,디지털/가전,영상가전,TV,LEDTV,tv,4,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_2981811|29818117618.20220407130142.jpg
304,삼성전자 삼성 UN43N5020AFXKR,https://search.shopping.naver.com/gate.nhn?id=15161453268,https://shopping-phinf.pstatic.net/main_1516145/15161453268.20200408152407.jpg,292950,,네이버,15161453268,1,삼성,삼성전자,디지털/가전,영상가전,TV,LEDTV,tv,5,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_1516145|15161453268.20200408152407.jpg
305,이노스 S5501KU ZeroBezel,https://search.shopping.naver.com/gate.nhn?id=20471065169,https://shopping-phinf.pstatic.net/main_2047106/20471065169.20220928151702.jpg,349200,,네이버,20471065169,1,이노스,이노스,디지털/가전,영상가전,TV,LEDTV,tv,6,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_2047106|20471065169.20220928151702.jpg
306,폴라로이드 POL32H,https://search.shopping.naver.com/gate.nhn?id=13663392349,https://shopping-phinf.pstatic.net/main_1366339/13663392349.20210205164551.jpg,109000,,네이버,13663392349,1,폴라로이드,폴라로이드,디지털/가전,영상가전,TV,LEDTV,tv,7,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_1366339|13663392349.20210205164551.jpg
307,LG전자 스탠바이미 27ART10AKPL,https://search.shopping.naver.com/gate.nhn?id=29938164618,https://shopping-phinf.pstatic.net/main_2993816/29938164618.20211215113845.jpg,785000,,네이버,29938164618,1,LG전자,LG전자,디지털/가전,영상가전,TV,LEDTV,tv,8,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_2993816|29938164618.20211215113845.jpg
308,이노스 E4300UHD,https://search.shopping.naver.com/gate.nhn?id=13135527404,https://shopping-phinf.pstatic.net/main_1313552/13135527404.20220126125933.jpg,216900,,네이버,13135527404,1,이노스,이노스,디지털/가전,영상가전,TV,LEDTV,tv,9,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_1313552|13135527404.20220126125933.jpg
309,이스트라 쿠카 UC431UHD 스마트 THE META,https://search.shopping.naver.com/gate.nhn?id=21451611442,https://shopping-phinf.pstatic.net/main_2145161/21451611442.20220817113714.jpg,309570,,네이버,21451611442,1,이스트라,이스트라,디지털/가전,영상가전,TV,LEDTV,tv,10,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_2145161|21451611442.20220817113714.jpg
312,폴라로이드 POL43F,https://search.shopping.naver.com/gate.nhn?id=14410913990,https://shopping-phinf.pstatic.net/main_1441091/14410913990.20220812121929.jpg,209000,,네이버,14410913990,1,폴라로이드,폴라로이드,디지털/가전,영상가전,TV,LEDTV,tv,13,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_1441091|14410913990.20220812121929.jpg
313,이스트라 쿠카 UC65QLED 스마트 THE META,https://search.shopping.naver.com/gate.nhn?id=34171566618,https://shopping-phinf.pstatic.net/main_3417156/34171566618.20220829143743.jpg,729900,,네이버,34171566618,1,이스트라,이스트라,디지털/가전,영상가전,TV,QLEDTV,tv,14,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_3417156|34171566618.20220829143743.jpg
314,아이리버 ITV-MA501,https://search.shopping.naver.com/gate.nhn?id=23812919522,https://shopping-phinf.pstatic.net/main_2381291/23812919522.20210701180254.jpg,359000,,네이버,23812919522,1,아이리버,아이리버,디지털/가전,영상가전,TV,LEDTV,tv,15,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_2381291|23812919522.20210701180254.jpg
315,프리즘코리아 ABC65G,https://search.shopping.naver.com/gate.nhn?id=31534208619,https://shopping-phinf.pstatic.net/main_3153420/31534208619.20220330145217.jpg,499000,,네이버,31534208619,1,프리즘코리아,프리즘코리아,디지털/가전,영상가전,TV,LEDTV,tv,16,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_3153420|31534208619.20220330145217.jpg
316,이스트라 쿠카 UC651UHD 스마트 THE META,https://search.shopping.naver.com/gate.nhn?id=26320717522,https://shopping-phinf.pstatic.net/main_2632071/26320717522.20220722153421.jpg,618850,,네이버,26320717522,1,이스트라,이스트라,디지털/가전,영상가전,TV,LEDTV,tv,17,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_2632071|26320717522.20220722153421.jpg
317,이노스 S6501KU,https://search.shopping.naver.com/gate.nhn?id=18668184796,https://shopping-phinf.pstatic.net/main_1866818/18668184796.20220919140134.jpg,495900,,네이버,18668184796,1,이노스,이노스,디지털/가전,영상가전,TV,LEDTV,tv,18,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_1866818|18668184796.20220919140134.jpg
318,이스트라 쿠카 UC75QLED 스마트 THE META,https://search.shopping.naver.com/gate.nhn?id=34164527619,https://shopping-phinf.pstatic.net/main_3416452/34164527619.20220829143801.jpg,1138590,,네이버,34164527619,1,이스트라,이스트라,디지털/가전,영상가전,TV,QLEDTV,tv,19,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_3416452|34164527619.20220829143801.jpg
319,이스트라 AN433UHD 스마트 THE 울트라,https://search.shopping.naver.com/gate.nhn?id=29203371618,https://shopping-phinf.pstatic.net/main_2920337/29203371618.20220610164617.jpg,279000,,네이버,29203371618,1,이스트라,이스트라,디지털/가전,영상가전,TV,LEDTV,tv,20,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_2920337|29203371618.20220610164617.jpg
322,삼성전자 삼성 KU50UA7050FXKR,https://search.shopping.naver.com/gate.nhn?id=27328388522,https://shopping-phinf.pstatic.net/main_2732838/27328388522.20220621163238.jpg,650810,,네이버,27328388522,1,삼성,삼성전자,디지털/가전,영상가전,TV,LEDTV,tv,23,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_2732838|27328388522.20220621163238.jpg
323,이스트라 쿠카 UC55QLED 스마트 THE META,https://search.shopping.naver.com/gate.nhn?id=34171566619,https://shopping-phinf.pstatic.net/main_3417156/34171566619.20220829143714.jpg,489570,,네이버,34171566619,1,이스트라,이스트라,디지털/가전,영상가전,TV,QLEDTV,tv,24,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_3417156|34171566619.20220829143714.jpg
324,필립스 50PUN7625,https://search.shopping.naver.com/gate.nhn?id=28269349558,https://shopping-phinf.pstatic.net/main_2826934/28269349558.20210803120121.jpg,339000,,네이버,28269349558,1,필립스,필립스,디지털/가전,영상가전,TV,LEDTV,tv,25,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_2826934|28269349558.20210803120121.jpg
325,더함 NA552UHD IPS,https://search.shopping.naver.com/gate.nhn?id=33472140618,https://shopping-phinf.pstatic.net/main_3347214/33472140618.20221230112201.jpg,369000,,네이버,33472140618,1,더함,더함,디지털/가전,영상가전,TV,LEDTV,tv,26,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_3347214|33472140618.20221230112201.jpg
326,유맥스 MX43F,https://search.shopping.naver.com/gate.nhn?id=16461248439,https://shopping-phinf.pstatic.net/main_1646124/16461248439.20220811154923.jpg,189000,,네이버,16461248439,1,유맥스,유맥스,디지털/가전,영상가전,TV,LEDTV,tv,27,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_1646124|16461248439.20220811154923.jpg
327,프리즘코리아 바이런 ABC50G,https://search.shopping.naver.com/gate.nhn?id=31451934623,https://shopping-phinf.pstatic.net/main_3145193/31451934623.20220324114857.jpg,299000,,네이버,31451934623,1,프리즘코리아,프리즘코리아,디지털/가전,영상가전,TV,LEDTV,tv,28,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_3145193|31451934623.20220324114857.jpg
328,피디케이전자 스마트에버 SL32H,https://search.shopping.naver.com/gate.nhn?id=32597695618,https://shopping-phinf.pstatic.net/main_3259769/32597695618.20220629115423.jpg,95000,,네이버,32597695618,1,스마트에버,피디케이전자,디지털/가전,영상가전,TV,LEDTV,tv,29,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_3259769|32597695618.20220629115423.jpg
329,이스트라 쿠카 UC751UHD 스마트 THE META,https://search.shopping.naver.com/gate.nhn?id=26672094522,https://shopping-phinf.pstatic.net/main_2667209/26672094522.20220726173036.jpg,987220,,네이버,26672094522,1,이스트라,이스트라,디지털/가전,영상가전,TV,LEDTV,tv,30,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_2667209|26672094522.20220726173036.jpg
332,디엘티 모넥스 M503683UT,https://search.shopping.naver.com/gate.nhn?id=21720616195,https://shopping-phinf.pstatic.net/main_2172061/21720616195.20220516162326.jpg,259000,,네이버,21720616195,1,모넥스,디엘티,디지털/가전,영상가전,TV,LEDTV,tv,33,2023-02-26 23:14:39,dataset/naver_shopping_query_data/images/2023-02-26T23:14:39/https:||shopping-phinf.pstatic.net|main_2172061|21720616195.20220516162326.jpg
